"Product ID","Name","Category","Total Sales","Total Quanity"
"OFF-BI-10002225","Square Ring Data Binders  Rigid 75 Pt. Covers  11 x 14-7/8","Office Supplies","334.368","22"
"OFF-PA-10003441","Xerox 226","Office Supplies","334.368","53"
"FUR-FU-10001475","Contract Clock  14  Brown","Furniture","334.096","21"
"OFF-AP-10002998","Holmes 99% HEPA Air Purifier","Office Supplies","333.564","17"
"FUR-FU-10002379","Eldon Econocleat Chair Mats for Low Pile Carpets","Furniture","331.76","8"
"OFF-AR-10004344","Bulldog Vacuum Base Pencil Sharpener","Office Supplies","330.924","31"
"TEC-AC-10004227","SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card","Technology","329.946","31"
"OFF-PA-10003625","Xerox 1979","Office Supplies","328.388","11"
"OFF-PA-10003127","Easy-staple paper","Office Supplies","327.112","13"
"OFF-EN-10004206","Multimedia Mailers","Office Supplies","325.86","2"
"TEC-AC-10002305","KeyTronic E03601U1 - Keyboard - Beige","Technology","324","18"
"TEC-PH-10002817","RCA ViSYS 25425RE1 Corded phone","Technology","323.976","3"
"FUR-BO-10003433","Sauder Cornerstone Collection Library","Furniture","322.192","14"
"TEC-AC-10000682","Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","Technology","321.846","20"
"OFF-PA-10004530","Personal Creations Ink Jet Cards and Labels","Office Supplies","321.44","28"
"OFF-EN-10000483","White Envelopes  White Envelopes with Clear Poly Window","Office Supplies","320.25","22"
"TEC-MA-10004255","Konica Minolta magicolor 1690MF Multifunction Printer","Technology","319.92","8"
"OFF-ST-10002214","X-Rack File for Hanging Folders","Office Supplies","318.378","30"
"OFF-ST-10000419","Rogers Jumbo File  Granite","Office Supplies","317.772","24"
"FUR-FU-10003799","Seth Thomas 13 1/2 Wall Clock","Furniture","316.484","20"
"OFF-BI-10002931","Avery Trapezoid Extra Heavy Duty 4 Binders","Office Supplies","314.550","15"
"OFF-BI-10004233","GBC Pre-Punched Binding Paper  Plastic  White  8-1/2 x 11","Office Supplies","310.206","31"
"FUR-FU-10000087","Executive Impressions 14 Two-Color Numerals Wall Clock","Furniture","308.992","16"
"OFF-BI-10002824","Recycled Easel Ring Binders","Office Supplies","308.844","35"
"OFF-SU-10001218","Fiskars Softgrip Scissors","Office Supplies","307.44","28"
"OFF-SU-10002537","Acme Box Cutter Scissors","Office Supplies","306.90","31"
"OFF-AP-10004980","3M Replacement Filter for Office Air Cleaner for 20 x 33 Room","Office Supplies","303.360","14"
"OFF-ST-10000760","Eldon Fold N Roll Cart System","Office Supplies","301.968","24"
"OFF-ST-10002486","Eldon Shelf Savers Cubes and Bins","Office Supplies","300.140","45"
"TEC-MA-10000597","Lexmark S315 Color Inkjet Printer","Technology","299.970","5"
"FUR-FU-10001057","Tensor Track Tree Floor Lamp","Furniture","299.850","17"
"OFF-AP-10004233","Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","Office Supplies","299.208","9"
"TEC-AC-10001266","Memorex Micro Travel Drive 8 GB","Technology","299.0","26"
"FUR-FU-10003347","Coloredge Poster Frame","Furniture","298.2","21"
"OFF-AR-10001725","Boston Home & Office Model 2000 Electric Pencil Sharpeners","Office Supplies","297.99","13"
"OFF-PA-10003022","Xerox 1992","Office Supplies","297.120","26"
"TEC-AC-10000710","Maxell DVD-RAM Discs","Technology","296.64","18"
"OFF-FA-10004854","Vinyl Coated Wire Paper Clips in Organizer Box  800/Box","Office Supplies","296.184","29"
"OFF-PA-10001363","Xerox 1933","Office Supplies","294.72","24"
"OFF-AR-10002952","Stanley Contemporary Battery Pencil Sharpeners","Office Supplies","293.70","24"
"TEC-AC-10003447","Micropad Numeric Keypads","Technology","291.854","15"
"FUR-FU-10002813","DAX Contemporary Wood Frame with Silver Metal Mat  Desktop  11 x 14 Size","Furniture","291.456","15"
"OFF-AP-10001947","Acco 6 Outlet Guardian Premium Plus Surge Suppressor","Office Supplies","289.456","31"
"OFF-AR-10001915","Peel-Off China Markers","Office Supplies","287.970","31"
"OFF-BI-10001628","Acco Data Flex Cable Posts For Top & Bottom Load Binders  6 Capacity","Office Supplies","287.868","39"
"OFF-EN-10003286","Staple envelope","Office Supplies","284.832","35"
"OFF-PA-10002421","Embossed Ink Jet Note Cards","Office Supplies","284.382","15"
"OFF-ST-10002182","Iris 3-Drawer Stacking Bin  Black","Office Supplies","284.104","16"
"OFF-PA-10000380","REDIFORM Incoming/Outgoing Call Register  11 X 8 1/2  100 Messages","Office Supplies","281.892","37"
"TEC-PH-10001870","Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5","Technology","281.658","6"
"OFF-PA-10002986","Xerox 1898","Office Supplies","280.560","46"
"TEC-AC-10004518","Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive","Technology","280","14"
"TEC-MA-10000029","Epson WorkForce WF-2530 All-in-One Printer  Copier Scanner","Technology","279.96","4"
"OFF-PA-10000565","Easy-staple paper","Office Supplies","279.90","5"
"TEC-PH-10004833","Macally Suction Cup Mount","Technology","279.63","26"
"FUR-FU-10003724","Westinghouse Clip-On Gooseneck Lamps","Furniture","279.558","38"
"OFF-SU-10000381","Acme Forged Steel Scissors with Black Enamel Handles","Office Supplies","279.300","32"
"OFF-AP-10002670","Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors","Office Supplies","277.92","4"
"OFF-LA-10001158","Avery Address/Shipping Labels for Typewriters  4 x 2","Office Supplies","277.38","28"
"OFF-BI-10003719","Large Capacity Hanging Post Binders","Office Supplies","276.945","22"
"OFF-ST-10000344","Neat Ideas Personal Hanging Folder Files  Black","Office Supplies","276.658","22"
"TEC-AC-10002345","HP Standard 104 key PS/2 Keyboard","Technology","275.5","20"
"OFF-AR-10001958","Stanley Bostitch Contemporary Electric Pencil Sharpeners","Office Supplies","275.076","19"
"TEC-PH-10000213","Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black","Technology","272.888","11"
"OFF-BI-10001294","Fellowes Binding Cases","Office Supplies","271.44","31"
"FUR-FU-10001591","Advantus Panel Wall Certificate Holder - 8.5x11","Furniture","270.84","23"
"OFF-ST-10001031","Adjustable Personal File Tote","Office Supplies","270.248","18"
"OFF-BI-10001460","Plastic Binding Combs","Office Supplies","269.67","23"
"OFF-BI-10000309","GBC Twin Loop Wire Binding Elements  9/16 Spine  Black","Office Supplies","269.394","35"
"OFF-BI-10001107","GBC White Gloss Covers  Plain Front","Office Supplies","269.328","31"
"OFF-PA-10001509","Recycled Desk Saver Line While You Were Out Book  5 1/2 X 4","Office Supplies","268.50","30"
"OFF-PA-10002558","Xerox 1938","Office Supplies","268.24","7"
"OFF-LA-10003498","Avery 475","Office Supplies","266.4","18"
"OFF-AP-10000055","Belkin F9S820V06 8 Outlet Surge","Office Supplies","266.336","17"
"TEC-AC-10002718","Belkin Standard 104 key USB Keyboard","Technology","265.538","21"
"FUR-FU-10001889","Ultra Door Pull Handle","Furniture","265.104","27"
"TEC-AC-10004761","Maxell 4.7GB DVD+RW 3/Pack","Technology","264.438","17"
"OFF-AR-10000658","Newell 324","Office Supplies","263.34","23"
"OFF-PA-10002137","Southworth 100% Résumé Paper  24lb.","Office Supplies","262.964","35"
"FUR-FU-10001756","Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany","Furniture","262.752","20"
"OFF-ST-10002205","File Shuttle I and Handi-File","Office Supplies","262.668","13"
"OFF-AP-10003971","Belkin 6 Outlet Metallic Surge Strip","Office Supplies","262.449","29"
"TEC-PH-10003988","LF Elite 3D Dazzle Designer Hard Case Cover  Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","Technology","261.6","28"
"FUR-FU-10004093","Hand-Finished Solid Wood Document Frame","Furniture","260.148","8"
"OFF-AP-10002472","3M Office Air Cleaner","Office Supplies","259.80","10"
"OFF-ST-10004946","Desktop 3-Pocket Hot File","Office Supplies","259.68","5"
"OFF-EN-10004386","Recycled Interoffice Envelopes with String and Button Closure  10 x 13","Office Supplies","259.092","12"
"OFF-BI-10003676","GBC Standard Recycled Report Covers  Clear Plastic Sheets","Office Supplies","258.720","51"
"FUR-FU-10000672","Executive Impressions 10 Spectator Wall Clock","Furniture","258.72","22"
"OFF-BI-10004308","Avery Legal 4-Ring Binder","Office Supplies","258.054","16"
"TEC-PH-10004897","Mediabridge Sport Armband iPhone 5s","Technology","257.742","30"
"OFF-PA-10001685","Easy-staple paper","Office Supplies","257.556","29"
"OFF-BI-10004828","GBC Poly Designer Binding Covers","Office Supplies","256.122","18"
"OFF-AR-10003727","Berol Giant Pencil Sharpener","Office Supplies","254.850","17"
"FUR-FU-10003878","Linden 10 Round Wall Clock  Black","Furniture","253.648","21"
"TEC-PH-10002350","Apple EarPods with Remote and Mic","Technology","251.910","10"
"FUR-FU-10001934","Magnifier Swing Arm Lamp","Furniture","251.76","12"
"TEC-AC-10004708","Sony 32GB Class 10 Micro SDHC R40 Memory Card","Technology","251.40","12"
"OFF-ST-10000649","Hanging Personal Folder File","Office Supplies","251.20","17"
"TEC-AC-10004803","Sony Micro Vault Click 4 GB USB 2.0 Flash Drive","Technology","250.92","18"
"OFF-LA-10001297","Avery 473","Office Supplies","248.40","24"
"OFF-ST-10003324","Belkin OmniView SE Rackmount Kit","Office Supplies","248.36","7"
"TEC-AC-10000171","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  25/Pack","Technology","248.292","12"
"OFF-EN-10003134","Staple envelope","Office Supplies","247.616","24"
"FUR-FU-10003577","Nu-Dell Leatherette Frames","Furniture","246.648","18"
"OFF-PA-10001776","Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book","Office Supplies","246.582","28"
"OFF-PA-10003673","Strathmore Photo Mount Cards","Office Supplies","245.436","38"
"FUR-CH-10002017","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair","Furniture","245.088","12"
"OFF-PA-10002499","Xerox 1890","Office Supplies","244.70","5"
"OFF-EN-10001532","Brown Kraft Recycled Envelopes","Office Supplies","244.512","15"
"FUR-FU-10000246","Aluminum Document Frame","Furniture","244.400","22"
"OFF-AP-10003860","Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection","Office Supplies","244.288","10"
"OFF-BI-10000088","GBC Imprintable Covers","Office Supplies","241.560","36"
"OFF-EN-10003040","Quality Park Security Envelopes","Office Supplies","240.764","11"
"TEC-AC-10000303","Logitech M510 Wireless Mouse","Technology","239.940","7"
"TEC-PH-10000923","Belkin SportFit Armband For iPhone 5s/5c  Fuchsia","Technology","239.840","21"
"OFF-AP-10002082","Holmes HEPA Air Purifier","Office Supplies","239.580","14"
"OFF-BI-10001196","Avery Flip-Chart Easel Binder  Black","Office Supplies","239.466","17"
"OFF-PA-10004100","Xerox 216","Office Supplies","238.464","42"
"OFF-BI-10003291","Wilson Jones Leather-Like Binders with DublLock Round Rings","Office Supplies","238.329","46"
"OFF-PA-10000740","Xerox 1982","Office Supplies","237.536","12"
"OFF-SU-10004498","Martin-Yale Premier Letter Opener","Office Supplies","236.992","20"
"FUR-FU-10000023","Eldon Wave Desk Accessories","Furniture","236.778","45"
"OFF-ST-10002444","Recycled Eldon Regeneration Jumbo File","Office Supplies","235.776","20"
"OFF-LA-10004545","Avery 50","Office Supplies","235.564","20"
"OFF-BI-10001098","Acco D-Ring Binder w/DublLock","Office Supplies","235.180","31"
"FUR-FU-10004053","DAX Two-Tone Silver Metal Document Frame","Furniture","234.784","13"
"OFF-AR-10004078","Newell 312","Office Supplies","234.768","49"
"OFF-AP-10004249","Staple holder","Office Supplies","234.612","22"
"TEC-PH-10001536","Spigen Samsung Galaxy S5 Case Wallet","Technology","234.462","15"
"OFF-AR-10004456","Panasonic KP-4ABK Battery-Operated Pencil Sharpener","Office Supplies","234.24","16"
"TEC-AC-10002331","Maxell 74 Minute CDR  10/Pack","Technology","232.764","26"
"OFF-PA-10000501","Petty Cash Envelope","Office Supplies","231.856","10"
"OFF-ST-10001291","Tenex Personal Self-Stacking Standard File Box  Black/Gray","Office Supplies","229.976","15"
"OFF-AP-10001962","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210","Office Supplies","229.886","28"
"OFF-AR-10003179","Dixon Ticonderoga Core-Lock Colored Pencils","Office Supplies","229.572","28"
"OFF-PA-10004665","Advantus Motivational Note Cards","Office Supplies","227.94","20"
"OFF-PA-10002713","Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”","Office Supplies","227.04","33"
"OFF-ST-10002352","Iris Project Case","Office Supplies","225.036","30"
"OFF-FA-10002280","Advantus Plastic Paper Clips","Office Supplies","225","47"
"TEC-MA-10003589","Cisco 8961 IP Phone Charcoal","Technology","224.937","3"
"OFF-ST-10004258","Portable Personal File Box","Office Supplies","224.664","19"
"TEC-PH-10000127","iOttie XL Car Mount","Technology","223.888","14"
"OFF-PA-10004082","Adams Telephone Message Book w/Frequently-Called Numbers Space  400 Messages per Book","Office Supplies","223.44","28"
"OFF-PA-10001166","Xerox 2","Office Supplies","222.432","28"
"OFF-AR-10003478","Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters  4/Pack","Office Supplies","219.780","31"
"FUR-FU-10001940","Staple-based wall hangings","Furniture","219.696","38"
"OFF-ST-10002562","Staple magnet","Office Supplies","219.492","28"
"OFF-ST-10003996","Letter/Legal File Tote with Clear Snap-On Lid  Black Granite","Office Supplies","218.416","14"
"OFF-PA-10000575","Wirebound Message Books  Four 2 3/4 x 5 White Forms per Page","Office Supplies","218.094","34"
"OFF-SU-10004261","Fiskars 8 Scissors  2/Pack","Office Supplies","217.224","14"
"TEC-PH-10000169","ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","216.96","14"
"FUR-FU-10001085","3M Polarizing Light Filter Sleeves","Furniture","216.34","14"
"FUR-FU-10002445","DAX Two-Tone Rosewood/Black Document Frame  Desktop  5 x 7","Furniture","216.144","25"
"TEC-PH-10002583","iOttie HLCRIO102 Car Mount","Technology","215.892","12"
"OFF-PA-10001972","Xerox 214","Office Supplies","215.136","37"
"OFF-BI-10003910","DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies","215.109","35"
"OFF-BI-10004654","Avery Binding System Hidden Tab Executive Style Index Sets","Office Supplies","214.573","36"
"TEC-PH-10001949","Cisco SPA 501G IP Phone","Technology","213.48","3"
"OFF-PA-10004156","Xerox 188","Office Supplies","213.192","20"
"OFF-BI-10004781","GBC Wire Binding Strips","Office Supplies","212.658","14"
"OFF-BI-10004728","Wilson Jones Turn Tabs Binder Tool for Ring Binders","Office Supplies","212.080","59"
"OFF-EN-10000461","#10- 4 1/8 x 9 1/2 Recycled Envelopes","Office Supplies","211.508","27"
"FUR-FU-10003464","Seth Thomas 8 1/2 Cubicle Clock","Furniture","210.912","11"
"OFF-PA-10000019","Xerox 1931","Office Supplies","209.952","36"
"OFF-AR-10001468","Sanford Prismacolor Professional Thick Lead Art Pencils  36-Color Set","Office Supplies","209.664","7"
"OFF-AR-10002445","SANFORD Major Accent Highlighters","Office Supplies","209.568","30"
"OFF-BI-10001036","Cardinal EasyOpen D-Ring Binders","Office Supplies","209.306","40"
"OFF-BI-10001636","Ibico Plastic and Wire Spiral Binding Combs","Office Supplies","208.221","41"
"OFF-ST-10000352","Acco Perma 2700 Stacking Storage Drawers","Office Supplies","208.180","8"
"TEC-AC-10001998","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","Technology","207.896","11"
"OFF-BI-10001575","GBC Linen Binding Covers","Office Supplies","207.566","18"
"FUR-CH-10002317","Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs","Furniture","207.184","1"
"TEC-MA-10004521","Epson Perfection V600 Photo Scanner","Technology","206.991","3"
"OFF-BI-10004826","JM Magazine Binder","Office Supplies","204.724","18"
"TEC-MA-10000423","Texas Instruments TI-34 Scientific Calculator","Technology","204.507","12"
"OFF-AP-10004785","Holmes Replacement Filter for HEPA Air Cleaner  Medium Room","Office Supplies","203.94","18"
"TEC-AC-10004992","Kingston Digital DataTraveler 64GB USB 2.0","Technology","202.68","6"
"FUR-FU-10004351","Staple-based wall hangings","Furniture","202.592","24"
"TEC-PH-10004830","Pyle PRT45 Retro Home Telephone","Technology","201.568","4"
"OFF-ST-10000885","Fellowes Desktop Hanging File Manager","Office Supplies","201.45","15"
"OFF-PA-10003465","Xerox 1912","Office Supplies","201.082","11"
"OFF-PA-10001950","Southworth 25% Cotton Antique Laid Paper & Envelopes","Office Supplies","200.160","26"
"TEC-PH-10004071","PayAnywhere Card Reader","Technology","199.800","25"
"OFF-AP-10004036","Bionaire 99.97% HEPA Air Cleaner","Office Supplies","199.728","16"
"OFF-EN-10003862","Laser & Ink Jet Business Envelopes","Office Supplies","198.462","20"
"OFF-BI-10000050","Angle-D Binders with Locking Rings  Label Holders","Office Supplies","197.83","42"
"OFF-AR-10002818","Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","Office Supplies","197.82","9"
"OFF-EN-10003567","Inter-Office Recycled Envelopes  Brown Kraft  Button-String 10 x 13   100/Box","Office Supplies","197.82","10"
"TEC-PH-10000702","Square Credit Card Reader  4 1/2 x 4 1/2 x 1  White","Technology","197.802","27"
"OFF-AP-10003099","Eureka Hand Vacuum  Bagless","Office Supplies","197.72","4"
"OFF-FA-10001883","Alliance Super-Size Bands  Assorted Sizes","Office Supplies","197.612","27"
"OFF-BI-10000474","Avery Recycled Flexi-View Covers for Binding Systems","Office Supplies","197.169","32"
"OFF-PA-10002005","Xerox 225","Office Supplies","196.992","33"
"OFF-PA-10004911","Rediform S.O.S. 1-Up Phone Message Bk  4-1/4x3-1/16 Bk  1 Form/Pg  40 Messages/Bk  3/Pk","Office Supplies","196.98","21"
"OFF-PA-10000249","Easy-staple paper","Office Supplies","196.480","17"
"OFF-AR-10001446","Newell 309","Office Supplies","196.35","20"
"FUR-FU-10003976","DAX Executive Solid Wood Document Frame  Desktop or Hang  Mahogany  5 x 7","Furniture","196.248","17"
"OFF-EN-10001539","Staple envelope","Office Supplies","196.056","26"
"OFF-SU-10004231","Acme Tagit Stainless Steel Antibacterial Scissors","Office Supplies","196.02","22"
"OFF-SU-10004884","Acme Galleria Hot Forged Steel Scissors with Colored Handles","Office Supplies","195.052","13"
"FUR-FU-10004245","Career Cubicle Clock  8 1/4  Black","Furniture","194.688","10"
"TEC-AC-10003499","Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","Technology","194.544","20"
"FUR-FU-10004909","Contemporary Wood/Metal Frame","Furniture","193.920","18"
"OFF-ST-10003722","Project Tote Personal File","Office Supplies","193.614","15"
"OFF-FA-10003495","Staples","Office Supplies","192.128","35"
"OFF-BI-10000174","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders  Clear","Office Supplies","191.98","47"
"OFF-PA-10001281","Computer Printout Paper with Letter-Trim Fine Perforations","Office Supplies","191.6","4"
"OFF-PA-10002245","Xerox 1895","Office Supplies","191.360","33"
"OFF-BI-10002706","Avery Premier Heavy-Duty Binder with Round Locking Rings","Office Supplies","191.352","21"
"TEC-AC-10001101","Sony 16GB Class 10 Micro SDHC R40 Memory Card","Technology","190.772","16"
"TEC-PH-10004774","Gear Head AU3700S Headset","Technology","189.654","16"
"TEC-PH-10002844","Speck Products Candyshell Flip Case","Technology","188.946","8"
"OFF-PA-10003797","Xerox 209","Office Supplies","187.92","29"
"OFF-AP-10001366","Staple holder","Office Supplies","186.66","17"
"OFF-PA-10001457","White GlueTop Scratch Pads","Office Supplies","186.496","14"
"OFF-PA-10003724","Wirebound Message Book  4 per Page","Office Supplies","184.62","35"
"TEC-AC-10004633","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  3/Pack","Technology","184.536","30"
"OFF-BI-10001617","GBC Wire Binding Combs","Office Supplies","184.052","26"
"OFF-BI-10004965","Ibico Covers for Plastic or Wire Binding Elements","Office Supplies","184.0","20"
"FUR-FU-10002364","Eldon Expressions Wood Desk Accessories  Oak","Furniture","183.024","33"
"OFF-PA-10000312","Xerox 1955","Office Supplies","182.72","10"
"OFF-BI-10004209","Fellowes Twister Kit  Gray/Clear  3/pkg","Office Supplies","182.508","42"
"OFF-AR-10003752","Deluxe Chalkboard Eraser Cleaner","Office Supplies","182.49","17"
"OFF-PA-10004996","Speediset Carbonless Redi-Letter 7 x 8 1/2","Office Supplies","181.456","19"
"OFF-AP-10003884","Fellowes Smart Surge Ten-Outlet Protector  Platinum","Office Supplies","180.66","3"
"OFF-ST-10001505","Perma STOR-ALL Hanging File Box  13 1/8W x 12 1/4D x 10 1/2H","Office Supplies","180.596","33"
"FUR-FU-10002703","Tenex Traditional Chairmats for Hard Floors  Average Lip  36 x 48","Furniture","180.46","4"
"FUR-FU-10003691","Eldon Image Series Desk Accessories  Ebony","Furniture","180.31","18"
"TEC-MA-10003337","Okidata B401 Printer","Technology","179.991","3"
"OFF-ST-10001580","Super Decoflex Portable Personal File","Office Supplies","179.760","13"
"OFF-SU-10004782","Elite 5 Scissors","Office Supplies","179.14","24"
"OFF-BI-10002103","Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl","Office Supplies","179.014","37"
"OFF-PA-10003848","Xerox 1997","Office Supplies","178.848","30"
"OFF-PA-10001725","Xerox 1892","Office Supplies","178.296","5"
"OFF-LA-10002312","Avery 490","Office Supplies","177.60","13"
"FUR-FU-10000221","Master Caster Door Stop  Brown","Furniture","176.784","38"
"OFF-BI-10000014","Heavy-Duty E-Z-D Binders","Office Supplies","176.742","29"
"FUR-FU-10004671","Executive Impressions 12 Wall Clock","Furniture","176.700","14"
"OFF-ST-10000918","Crate-A-Files","Office Supplies","176.58","18"
"OFF-LA-10001569","Avery 499","Office Supplies","176.292","40"
"OFF-EN-10002986","#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes","Office Supplies","176.288","13"
"OFF-PA-10003172","Xerox 1996","Office Supplies","176.256","28"
"OFF-EN-10002592","Peel & Seel Recycled Catalog Envelopes  Brown","Office Supplies","176.016","17"
"FUR-FU-10000010","DAX Value U-Channel Document Frames  Easel Back","Furniture","175.938","36"
"FUR-FU-10000448","Tenex Chairmats For Use With Carpeted Floors","Furniture","175.78","11"
"TEC-PH-10002070","Griffin GC36547 PowerJolt SE Lightning Charger","Technology","175.422","10"
"OFF-BI-10001078","Acco PRESSTEX Data Binder with Storage Hooks  Dark Blue  14 7/8 X 11","Office Supplies","175.388","37"
"OFF-BI-10004002","Wilson Jones International Size A4 Ring Binders","Office Supplies","174.73","18"
"OFF-PA-10002160","Xerox 1978","Office Supplies","174.556","34"
"TEC-AC-10004396","Logitech Keyboard K120","Technology","174.24","12"
"TEC-PH-10000376","Square Credit Card Reader","Technology","173.826","22"
"OFF-AR-10001860","BIC Liqua Brite Liner","Office Supplies","173.500","27"
"OFF-PA-10000477","Xerox 1952","Office Supplies","172.776","33"
"OFF-BI-10000320","GBC Plastic Binding Combs","Office Supplies","172.692","30"
"OFF-AR-10001683","Lumber Crayons","Office Supplies","171.39","19"
"OFF-AR-10003514","4009 Highlighters by Sanford","Office Supplies","171.140","44"
"FUR-FU-10002396","DAX Copper Panel Document Frame  5 x 7 Size","Furniture","171.088","18"
"OFF-PA-10001870","Xerox 202","Office Supplies","171.072","28"
"OFF-AR-10004691","Boston 1730 StandUp Electric Pencil Sharpener","Office Supplies","171.04","8"
"OFF-BI-10001249","Avery Heavy-Duty EZD View Binder with Locking Rings","Office Supplies","170.984","41"
"TEC-AC-10004814","Logitech Illuminated Ultrathin Keyboard with Backlighting","Technology","170.97","3"
"OFF-AP-10000390","Euro Pro Shark Stick Mini Vacuum","Office Supplies","170.744","11"
"FUR-FU-10002088","Nu-Dell Float Frame 11 x 14 1/2","Furniture","170.620","22"
"OFF-PA-10002764","Easy-staple paper","Office Supplies","170.10","15"
"OFF-PA-10001667","Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)","Office Supplies","169.832","32"
"OFF-PA-10004101","Xerox 1894","Office Supplies","169.776","27"
"OFF-PA-10002968","Xerox 1973","Office Supplies","169.016","8"
"FUR-FU-10002671","Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp","Furniture","168.84","13"
"FUR-FU-10001037","DAX Charcoal/Nickel-Tone Document Frame  5 x 7","Furniture","168.744","23"
"OFF-PA-10002195","RSVP Cards & Envelopes  Blank White  8-1/2 X 11  24 Cards/25 Envelopes/Set","Office Supplies","168.464","33"
"OFF-AP-10000027","Hoover Commercial SteamVac","Office Supplies","168.392","14"
"OFF-LA-10004093","Avery 486","Office Supplies","168.130","24"
"FUR-FU-10002554","Westinghouse Floor Lamp with Metal Mesh Shade  Black","Furniture","167.93","7"
"OFF-PA-10002666","Southworth 25% Cotton Linen-Finish Paper & Envelopes","Office Supplies","166.704","20"
"OFF-SU-10004664","Acme Softgrip Scissors","Office Supplies","166.056","23"
"OFF-PA-10003651","Xerox 1968","Office Supplies","165.664","26"
"OFF-BI-10000301","GBC Instant Report Kit","Office Supplies","164.985","50"
"OFF-PA-10001804","Xerox 195","Office Supplies","164.328","27"
"OFF-EN-10004459","Security-Tint Envelopes","Office Supplies","163.496","23"
"FUR-FU-10004587","GE General Use Halogen Bulbs  100 Watts  1 Bulb per Pack","Furniture","163.332","15"
"FUR-FU-10003849","DAX Metal Frame  Desktop  Stepped-Edge","Furniture","161.920","11"
"OFF-PA-10004041","Its Hot Message Books with Stickers  2 3/4 x 5","Office Supplies","161.32","25"
"FUR-FU-10001487","Eldon Expressions Wood and Plastic Desk Accessories  Cherry Wood","Furniture","160.54","23"
"OFF-EN-10001099","Staple envelope","Office Supplies","160.392","18"
"OFF-PA-10000726","Black Print Carbonless Snap-Off Rapid Letter  8 1/2 x 7","Office Supplies","160.336","19"
"TEC-PH-10003535","RCA ViSYS 25423RE1 Corded phone","Technology","159.984","2"
"OFF-SU-10001664","Acme Office Executive Series Stainless Steel Trimmers","Office Supplies","159.402","21"
"OFF-LA-10002043","Avery 489","Office Supplies","159.39","16"
"FUR-FU-10000175","DAX Wood Document Frame.","Furniture","159.268","16"
"FUR-FU-10004963","Eldon 400 Class Desk Accessories  Black Carbon","Furniture","159.25","22"
"FUR-FU-10003798","Ultra Door Kickplate  8H x 34W","Furniture","158.24","10"
"OFF-AP-10000326","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection","Office Supplies","157.92","5"
"OFF-AR-10004062","Staples in misc. colors","Office Supplies","157.20","15"
"OFF-BI-10004817","GBC Personal VeloBind Strips","Office Supplies","156.938","27"
"FUR-FU-10002157","Artistic Insta-Plaque","Furniture","156.80","10"
"OFF-PA-10000300","Xerox 1936","Office Supplies","155.844","9"
"FUR-FU-10003832","Eldon Expressions Punched Metal & Wood Desk Accessories  Black & Cherry","Furniture","155.708","20"
"OFF-PA-10002689","Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)","Office Supplies","155.52","25"
"FUR-FU-10000794","Eldon Stackable Tray  Side-Load  Legal  Smoke","Furniture","155.38","17"
"OFF-LA-10000414","Avery 503","Office Supplies","155.25","15"
"OFF-PA-10000919","Xerox 1918","Office Supplies","155.04","4"
"TEC-AC-10004877","Imation 30456 USB Flash Drive 8GB","Technology","154.56","23"
"FUR-FU-10002456","Master Caster Door Stop  Large Neon Orange","Furniture","154.336","27"
"OFF-LA-10002945","Permanent Self-Adhesive File Folder Labels for Typewriters  1 1/8 x 3 1/2  White","Office Supplies","153.72","29"
"OFF-LA-10000240","Self-Adhesive Address Labels for Typewriters by Universal","Office Supplies","153.510","23"
"OFF-BI-10001922","Storex Dura Pro Binders","Office Supplies","153.252","33"
"OFF-SU-10000946","Staple remover","Office Supplies","153.216","21"
"OFF-PA-10000174","Message Book  Wirebound  Four 5 1/2 X 4 Forms/Pg.  200 Dupl. Sets/Book","Office Supplies","152.144","18"
